Game Turn, Range, Value, Seed, Type, Location
43, 1, 0, 4286537308, sync, GetNextBuyablePlot picker
43, 1, 0, 4012074341, sync, GetNextBuyablePlot picker
43, 2, 1, 2887066170, sync, GetNextBuyablePlot picker
43, 2, 1, 3897126635, sync, GetNextBuyablePlot picker
43, 1, 0, 3151103048, sync, GetNextBuyablePlot picker
43, 1, 0, 2372530913, sync, GetNextBuyablePlot picker
43, 1, 0, 2032347142, sync, GetNextBuyablePlot picker
43, 3, 1, 3301838535, sync, GetNextBuyablePlot picker
43, 2, 1, 2301041908, sync, GetNextBuyablePlot picker
43, 1, 0, 2838617117, sync, GetNextBuyablePlot picker
43, 1, 0, 3602497170, sync, GetNextBuyablePlot picker
43, 1, 0, 2081607779, sync, GetNextBuyablePlot picker
43, 1, 0, 3742569568, sync, GetNextBuyablePlot picker
43, 1, 0, 3985972505, sync, GetNextBuyablePlot picker
43, 1, 0, 1907438046, sync, GetNextBuyablePlot picker
43, 1, 0, 1431834559, sync, GetNextBuyablePlot picker
43, 1, 0, 3624212108, sync, GetNextBuyablePlot picker
43, 1, 0, 2203152853, sync, GetNextBuyablePlot picker
43, 1, 0, 3659173354, sync, GetNextBuyablePlot picker
43, 1, 0, 562555099, sync, GetNextBuyablePlot picker
43, 2, 1, 1681067896, sync, GetNextBuyablePlot picker
43, 1, 0, 2806273617, sync, GetNextBuyablePlot picker
43, 1, 0, 1577819830, sync, GetNextBuyablePlot picker
43, 1, 0, 2350004151, sync, GetNextBuyablePlot picker
43, 1, 0, 3209014052, sync, GetNextBuyablePlot picker
43, 55, 42, 749143693, sync, Choosing a City Name
43, 2, 1, 3307925570, sync, Generating a random new Great Person
43, 3, 1, 2642974803, sync, Generating a random new Great Person
43, 55, 49, 2495894928, sync, Choosing a City Name
43, 1, 0, 3876224649, sync, GetNextBuyablePlot picker
43, 1, 0, 956026510, sync, GetNextBuyablePlot picker
43, 30, 29, 3422185135, sync, Choosing a Citizen Name
43, 31, 22, 4282464956, sync, Choosing a Citizen Name
43, 30, 11, 3088284229, sync, Choosing a Citizen Name
43, 29, 20, 1709852058, sync, Choosing a Citizen Name
43, 28, 8, 3037773515, sync, Choosing a Citizen Name
43, 27, 19, 1313162920, sync, Choosing a Citizen Name
43, 26, 16, 3170268609, sync, Choosing a Citizen Name
43, 25, 9, 2702647654, sync, Choosing a Citizen Name
43, 24, 5, 1575648423, sync, Choosing a Citizen Name
43, 23, 19, 1056712020, sync, Choosing a Citizen Name
44, 100, 62, 3618876669, sync, Pillage Improvement Chance
44, 100, 58, 2665737714, sync, Pillage Improvement Chance
44, 100, 7, 2495102019, sync, Pillage Improvement Chance
44, 100, 56, 329269952, sync, Pillage Improvement Chance
44, 100, 2, 2417171449, sync, Pillage Improvement Chance
44, 100, 81, 104789822, sync, Boosted Yield Chance
44, 100, 70, 3491256735, sync, Pillage Improvement Chance
44, 100, 3, 3047607020, sync, Pillage Improvement Chance
44, 100, 92, 140541621, sync, Pillage Improvement Chance
44, 100, 65, 3970910538, sync, Pillage Improvement Chance
44, 100, 80, 2821910715, sync, Pillage Improvement Chance
44, 51, 25, 3467356632, sync, Random Event Unit Damage Roll
44, 100, 2, 2179420465, sync, Boosted Yield Chance
44, 100, 77, 119582742, sync, Pillage Improvement Chance
44, 100, 51, 3314933143, sync, Pillage Improvement Chance
44, 100, 67, 2216528772, sync, Pillage Improvement Chance
44, 100, 10, 2905526125, sync, Pillage Improvement Chance
44, 100, 88, 460306338, sync, Pillage Improvement Chance
44, 100, 25, 3788553267, sync, Boosted Yield Chance
44, 100, 75, 1101650928, sync, Pillage Improvement Chance
44, 100, 99, 3254121833, sync, Pillage Improvement Chance
44, 100, 21, 4273318894, sync, Pillage Improvement Chance
44, 100, 74, 902883471, sync, Pillage Improvement Chance
44, 100, 10, 3194537756, sync, Pillage Improvement Chance
44, 100, 17, 451903269, sync, Pillage Improvement Chance
44, 100, 44, 743741690, sync, Pillage Improvement Chance
44, 100, 15, 1912438443, sync, Pillage Improvement Chance
44, 100, 81, 684275976, sync, Pillage Improvement Chance
44, 100, 75, 3510495393, sync, Pillage Improvement Chance
44, 25, 2, 3250801350, sync, Active Volcano Roll
44, 5742, 835, 471030407, sync, Random Event Roll
44, 100, 57, 624745908, sync, Pillage Improvement Chance
44, 100, 41, 2477747677, sync, Pillage Improvement Chance
44, 100, 93, 1796820306, sync, Pillage Improvement Chance
44, 100, 4, 4005632035, sync, Pillage Improvement Chance
44, 100, 70, 195305760, sync, Pillage Improvement Chance
44, 100, 54, 3048868569, sync, Pillage Improvement Chance
44, 100, 58, 2354769054, sync, Boosted Yield Chance
44, 100, 56, 2533561215, sync, Boosted Yield Chance
44, 100, 19, 2407149388, sync, Boosted Yield Chance
44, 100, 70, 842496917, sync, Boosted Yield Chance
44, 100, 91, 3011851434, sync, Boosted Yield Chance
44, 100, 74, 3946801307, sync, Boosted Yield Chance
44, 100, 11, 3200316472, sync, Boosted Yield Chance
44, 100, 12, 501300241, sync, Boosted Yield Chance
44, 100, 46, 525988214, sync, Boosted Yield Chance
44, 2, 0, 2015490935, sync, GetNextBuyablePlot picker
44, 2, 1, 61676516, sync, GetNextBuyablePlot picker
44, 2, 1, 3314321485, sync, GetNextBuyablePlot picker
44, 1, 0, 3874205442, sync, GetNextBuyablePlot picker
44, 1, 0, 4281880595, sync, GetNextBuyablePlot picker
44, 1, 0, 2500989520, sync, GetNextBuyablePlot picker
44, 1, 0, 1948671049, sync, GetNextBuyablePlot picker
44, 0, 0, 233421134, sync, Unit Combat Damage
44, 0, 0, 1129175663, sync, Unit Combat Damage
44, 100, 61, 2173567868, sync, Random value for CombatResults Object
44, 100, 56, 2624549893, sync, Random value for CombatResults Object
44, 100, 24, 2443975770, sync, Random value for CombatResults Object
44, 1, 0, 1049079435, sync, GetNextBuyablePlot picker
44, 2, 1, 1098242920, sync, GetNextBuyablePlot picker
44, 1, 0, 3799534465, sync, GetNextBuyablePlot picker
44, 1, 0, 989832230, sync, GetNextBuyablePlot picker
44, 1, 0, 2655037543, sync, GetNextBuyablePlot picker
44, 1, 0, 2072069652, sync, GetNextBuyablePlot picker
44, 1, 0, 1088233149, sync, GetNextBuyablePlot picker
44, 9, 1, 3232881842, sync, Random Promotion
44, 8, 3, 547709955, sync, Random Promotion
44, 7, 1, 1748414336, sync, Random Promotion
44, 6, 3, 1170336185, sync, Random Promotion
44, 5, 0, 2262635006, sync, Random Promotion
44, 4, 0, 806370655, sync, Random Promotion
44, 3, 0, 1524652, sync, Random Promotion
44, 2, 0, 596535413, sync, Random Promotion
44, 1, 0, 116674570, sync, Random Promotion
44, 6, 5, 3626324091, sync, Random Direction
44, 1, 0, 3767201432, sync, Random Direction
44, 1, 0, 292165361, sync, Random Direction
44, 8, 7, 2895078102, sync, Random Direction
44, 7, 4, 4037966167, sync, Random Direction
44, 9, 1, 2475449412, sync, Random Direction
44, 8, 5, 930623789, sync, Random Direction
44, 6, 0, 3002521186, sync, Random Direction
44, 4, 2, 439833587, sync, Random Direction
44, 1, 0, 2786392240, sync, Random Direction
44, 3, 0, 584299305, sync, Random Direction
44, 1, 0, 1332737710, sync, Random Direction
44, 12, 8, 3899210831, sync, Random Direction
44, 1, 0, 3108564956, sync, GetNextBuyablePlot picker
44, 2, 0, 2102089957, sync, GetNextBuyablePlot picker
44, 2, 0, 877187002, sync, GetNextBuyablePlot picker
44, 2, 0, 1445416555, sync, GetNextBuyablePlot picker
44, 1, 0, 2053320136, sync, GetNextBuyablePlot picker
44, 4, 0, 2229116513, sync, Generating a random new Great Person
44, 55, 20, 950283654, sync, Choosing a City Name
44, 1, 0, 1600808519, sync, Random Direction
44, 1, 0, 761355892, sync, Random Direction
44, 1, 0, 2129969053, sync, GetNextBuyablePlot picker
44, 2, 0, 2969934866, sync, GetNextBuyablePlot picker
44, 1, 0, 1557995491, sync, GetNextBuyablePlot picker
44, 2, 0, 913305056, sync, GetNextBuyablePlot picker
44, 1, 0, 593672345, sync, GetNextBuyablePlot picker
44, 1, 0, 3298649950, sync, GetNextBuyablePlot picker
44, 0, 0, 2100811583, sync, Unit Combat Damage
44, 0, 0, 3457550348, sync, Unit Combat Damage
44, 100, 79, 3139257685, sync, Random value for CombatResults Object
44, 100, 47, 3411319658, sync, Random value for CombatResults Object
44, 100, 79, 2019338331, sync, Random value for CombatResults Object
44, 0, 0, 3424753912, sync, Unit Combat Damage
44, 0, 0, 1857675729, sync, Unit Combat Damage
44, 100, 34, 2157511734, sync, Random value for CombatResults Object
44, 100, 20, 1479765815, sync, Random value for CombatResults Object
44, 100, 0, 894651556, sync, Random value for CombatResults Object
44, 1, 0, 11127309, sync, Random Direction
44, 51, 48, 2531864002, sync, Random Direction
44, 18, 17, 4081436627, sync, Random Direction
44, 20, 18, 4157247248, sync, Random Direction
44, 4, 3, 4013292041, sync, Random Direction
44, 6, 2, 4162872334, sync, Random Direction
44, 18, 0, 1964707375, sync, Random Direction
44, 29, 21, 36801596, sync, Random Direction
44, 9, 6, 3124440517, sync, Random Direction
44, 1, 0, 3196236570, sync, Random Direction
44, 4, 2, 273964619, sync, Random Direction
44, 7, 5, 2712219688, sync, Random Direction
44, 5, 3, 3366314305, sync, Random Direction
44, 8, 5, 2995316454, sync, Random Direction
44, 5, 4, 3062404135, sync, Random Direction
44, 11, 1, 3530893012, sync, Random Direction
44, 11, 9, 699289725, sync, Random Direction
44, 1, 0, 3647769458, sync, GetNextBuyablePlot picker
44, 2, 1, 1910524867, sync, GetNextBuyablePlot picker
44, 1, 0, 4016561216, sync, GetNextBuyablePlot picker
44, 2, 0, 768898937, sync, GetNextBuyablePlot picker
44, 1, 0, 1618209982, sync, GetNextBuyablePlot picker
44, 1, 0, 3161579807, sync, GetNextBuyablePlot picker
44, 0, 0, 3960372332, sync, Unit Combat Damage
44, 100, 94, 2476479029, sync, Random value for CombatResults Object
44, 100, 94, 4043183818, sync, Random value for CombatResults Object
44, 100, 2, 4049432635, sync, Random value for CombatResults Object
44, 1, 0, 94171992, sync, Random Direction
44, 4, 0, 3288898737, sync, Random Direction
44, 8, 5, 961467798, sync, Random Direction
44, 5, 2, 3014186263, sync, Random Direction
44, 4, 1, 2526670084, sync, Random Direction
44, 7, 1, 1524191981, sync, Random Direction
44, 1, 0, 907719970, sync, Random Direction
44, 1, 0, 3873156019, sync, Random Direction
44, 8, 7, 2034947440, sync, Random Direction
44, 6, 3, 4135923945, sync, Random Direction
44, 7, 4, 2295529838, sync, Random Direction
44, 8, 1, 2505789455, sync, Random Direction
44, 8, 0, 618649756, sync, Random Direction
44, 10, 9, 200733349, sync, Random Direction
44, 8, 7, 3870410362, sync, Random Direction
44, 10, 4, 3766935083, sync, Random Direction
44, 11, 2, 1902109320, sync, Random Direction
44, 5, 2, 973673505, sync, Random Direction
44, 7, 5, 1820708934, sync, Random Direction
44, 5, 3, 3599970823, sync, Random Direction
44, 9, 3, 2924781364, sync, Random Direction
44, 6, 2, 1489097053, sync, Random Direction
44, 7, 5, 1665051346, sync, Random Direction
44, 5, 2, 3391547299, sync, Random Direction
44, 8, 2, 2016836256, sync, Random Direction
44, 6, 4, 1078928985, sync, Random Direction
44, 7, 3, 3241714206, sync, Random Direction
44, 1, 0, 2276875007, sync, GetNextBuyablePlot picker
44, 8, 0, 2023268556, sync, Random Direction
44, 7, 3, 63098645, sync, Random Direction
44, 10, 5, 1950925354, sync, Random Direction
44, 7, 6, 2225055771, sync, Random Direction
44, 8, 0, 4246011320, sync, Random Direction
44, 10, 2, 462309265, sync, Random Direction
44, 1, 0, 1082709750, sync, GetNextBuyablePlot picker
44, 6, 0, 3825642231, sync, Random Direction
44, 5, 3, 284704100, sync, Random Direction
44, 7, 5, 3149843405, sync, Random Direction
44, 1, 0, 3219352706, sync, GetNextBuyablePlot picker
44, 6, 3, 3983605651, sync, Random Direction
44, 9, 2, 2242759632, sync, Random Direction
44, 5, 4, 1375295433, sync, Random Direction
44, 10, 3, 3462385358, sync, Random Direction
44, 1, 0, 1361183215, sync, GetNextBuyablePlot picker
44, 1, 0, 367777020, sync, GetNextBuyablePlot picker
44, 5, 2, 3879118725, sync, Random Direction
44, 7, 2, 1865288154, sync, Random Direction
44, 9, 5, 1446432267, sync, Random Direction
44, 10, 8, 2409579752, sync, Random Direction
44, 10, 9, 3779016449, sync, Random Direction
44, 5, 4, 4134726054, sync, Random Direction
44, 2, 1, 3464642535, sync, GetNextBuyablePlot picker
44, 0, 0, 2962737044, sync, Unit Combat Damage
44, 100, 1, 1608991293, sync, Random value for CombatResults Object
44, 100, 42, 64223794, sync, Random value for CombatResults Object
44, 100, 13, 1814623107, sync, Random value for CombatResults Object
44, 0, 0, 569624832, sync, Unit Combat Damage
44, 100, 60, 839566649, sync, Random value for CombatResults Object
44, 100, 83, 2579728254, sync, Random value for CombatResults Object
44, 100, 74, 3573368031, sync, Random value for CombatResults Object
44, 3, 0, 3192681772, sync, GetNextBuyablePlot picker
44, 10, 3, 508132341, sync, Random Direction
44, 6, 3, 1569496458, sync, Random Direction
44, 4, 0, 2409320443, sync, Random Direction
44, 5, 4, 245479448, sync, Random Direction
44, 9, 7, 4219658865, sync, Random Direction
44, 1, 0, 3424585814, sync, GetNextBuyablePlot picker
44, 12, 7, 2789535959, sync, Random Direction
44, 8, 6, 2852535748, sync, Random Direction
44, 10, 9, 3574740141, sync, Random Direction
44, 19, 11, 4019934178, sync, Random Direction
44, 13, 11, 2608710515, sync, Random Direction
44, 3, 0, 3825955376, sync, GetNextBuyablePlot picker
44, 5, 4, 382365353, sync, Random Direction
44, 8, 0, 3785280558, sync, Random Direction
44, 4, 3, 208085967, sync, Random Direction
44, 8, 3, 4125983068, sync, Random Direction
44, 4, 0, 2092059749, sync, Random Direction
44, 5, 0, 642743610, sync, Random Direction
44, 5, 2, 484191723, sync, Random Direction
44, 2, 0, 2390710088, sync, GetNextBuyablePlot picker
44, 1, 0, 1115703777, sync, GetNextBuyablePlot picker
44, 3, 1, 2888315654, sync, GetNextBuyablePlot picker
44, 1, 0, 2303573447, sync, GetNextBuyablePlot picker
44, 4, 3, 1960222708, sync, GetNextBuyablePlot picker
44, 1, 0, 3470172957, sync, GetNextBuyablePlot picker
44, 1, 0, 4236540306, sync, GetNextBuyablePlot picker
44, 3, 1, 4200492899, sync, GetNextBuyablePlot picker
44, 1, 0, 2847393632, sync, GetNextBuyablePlot picker
44, 2, 1, 3594474521, sync, GetNextBuyablePlot picker
44, 1, 0, 3907820766, sync, GetNextBuyablePlot picker
44, 1, 0, 4131299007, sync, GetNextBuyablePlot picker
44, 1, 0, 868350348, sync, GetNextBuyablePlot picker
44, 2, 1, 2984777941, sync, GetNextBuyablePlot picker
44, 1, 0, 3240208618, sync, GetNextBuyablePlot picker
44, 1, 0, 2345166811, sync, GetNextBuyablePlot picker
44, 1, 0, 2187010680, sync, GetNextBuyablePlot picker
44, 1, 0, 1713270097, sync, GetNextBuyablePlot picker
44, 3, 1, 3723061686, sync, GetNextBuyablePlot picker
44, 2, 0, 2472257207, sync, GetNextBuyablePlot picker
44, 1, 0, 324791844, sync, GetNextBuyablePlot picker
44, 1, 0, 2492173709, sync, GetNextBuyablePlot picker
44, 1, 0, 211446594, sync, GetNextBuyablePlot picker
44, 1, 0, 561641299, sync, GetNextBuyablePlot picker
44, 1, 0, 3346778256, sync, GetNextBuyablePlot picker
44, 2, 0, 1446016393, sync, GetNextBuyablePlot picker
44, 1, 0, 661125518, sync, GetNextBuyablePlot picker
44, 1, 0, 2267198895, sync, GetNextBuyablePlot picker
44, 1, 0, 293395900, sync, GetNextBuyablePlot picker
44, 1, 0, 3106005317, sync, GetNextBuyablePlot picker
44, 2, 1, 3865976986, sync, GetNextBuyablePlot picker
44, 1, 0, 4226743755, sync, GetNextBuyablePlot picker
44, 1, 0, 3961002408, sync, GetNextBuyablePlot picker
44, 2, 1, 1577340097, sync, GetNextBuyablePlot picker
44, 1, 0, 3044912230, sync, GetNextBuyablePlot picker
44, 1, 0, 3454905255, sync, GetNextBuyablePlot picker
44, 1, 0, 1118382164, sync, GetNextBuyablePlot picker
44, 1, 0, 1900540925, sync, GetNextBuyablePlot picker
44, 55, 38, 447228146, sync, Choosing a City Name
44, 0, 0, 3007273795, sync, Unit Combat Damage
44, 100, 98, 949646784, sync, Random value for CombatResults Object
44, 100, 97, 4230271737, sync, Random value for CombatResults Object
44, 100, 59, 4186694206, sync, Random value for CombatResults Object
44, 0, 0, 2574411935, sync, Unit Combat Damage
44, 100, 28, 2073112044, sync, Random value for CombatResults Object
44, 100, 74, 1230415285, sync, Random value for CombatResults Object
44, 100, 5, 3210732618, sync, Random value for CombatResults Object
44, 0, 0, 245297083, sync, Unit Combat Damage
44, 100, 84, 2354658520, sync, Random value for CombatResults Object
44, 100, 26, 3650676785, sync, Random value for CombatResults Object
44, 100, 12, 1136655126, sync, Random value for CombatResults Object
44, 0, 0, 541248663, sync, Unit Combat Damage
44, 100, 14, 2861649540, sync, Random value for CombatResults Object
44, 100, 91, 602068589, sync, Random value for CombatResults Object
44, 100, 29, 3929584290, sync, Random value for CombatResults Object
44, 0, 0, 1272814387, sync, Unit Combat Damage
44, 100, 11, 3474378480, sync, Random value for CombatResults Object
44, 100, 31, 493055081, sync, Random value for CombatResults Object
44, 100, 86, 1351833326, sync, Random value for CombatResults Object
44, 7, 6, 3712792463, sync, Selecting a random new quest
44, 7, 1, 3778144796, sync, Choosing random class type for Recruit Great Person Class quest
44, 7, 4, 1161651749, sync, Selecting a random new quest
44, 1, 0, 2514613242, sync, Choosing random tech type for Trigger Tech Boost quest
44, 4, 0, 3605478827, sync, Selecting a random new quest
44, 6, 4, 310479880, sync, Selecting a random new quest
44, 1, 0, 2953002913, sync, Choosing random tech type for Trigger Tech Boost quest
44, 6, 1, 105600454, sync, Selecting a random new quest
44, 1, 0, 1062865287, sync, GetNextBuyablePlot picker
44, 55, 16, 229073076, sync, Choosing a City Name
45, 100, 71, 1324561629, sync, Boosted Yield Chance
45, 100, 44, 3080128594, sync, Pillage Improvement Chance
45, 100, 38, 1900263203, sync, Pillage Improvement Chance
45, 100, 43, 1672729632, sync, Pillage Improvement Chance
45, 100, 38, 1861435865, sync, Pillage Improvement Chance
45, 100, 78, 1652119454, sync, Pillage Improvement Chance
45, 100, 39, 3364921983, sync, Pillage Improvement Chance
45, 100, 16, 1683100236, sync, Pillage Improvement Chance
45, 100, 51, 726475413, sync, Pillage Improvement Chance
45, 100, 78, 2225033130, sync, Pillage Improvement Chance
45, 100, 29, 3382110107, sync, Pillage Improvement Chance
45, 100, 31, 1286866744, sync, Pillage Improvement Chance
45, 100, 59, 1344951057, sync, Pillage Improvement Chance
45, 100, 61, 2541403254, sync, Pillage Improvement Chance
45, 100, 47, 2649907831, sync, Pillage Improvement Chance
45, 100, 90, 2034130660, sync, Pillage Improvement Chance
45, 25, 22, 3905949517, sync, Active Volcano Roll
45, 5736, 2938, 3889048066, sync, Random Event Roll
45, 100, 2, 2199957267, sync, Pillage Improvement Chance
45, 100, 45, 99910992, sync, Pillage Improvement Chance
45, 100, 35, 1973113673, sync, Pillage Improvement Chance
45, 100, 52, 1509483598, sync, Pillage Improvement Chance
45, 100, 3, 2262641007, sync, Pillage Improvement Chance
45, 100, 52, 161785468, sync, Pillage Improvement Chance
45, 100, 15, 2243746565, sync, Pillage Improvement Chance
45, 100, 67, 654505818, sync, Pillage Improvement Chance
45, 100, 34, 2906451339, sync, Pillage Improvement Chance
45, 100, 19, 1473490536, sync, Pillage Improvement Chance
45, 100, 36, 817177217, sync, Pillage Improvement Chance
45, 100, 36, 1583951654, sync, Pillage Improvement Chance
45, 100, 45, 1552602983, sync, Pillage Improvement Chance
45, 100, 67, 1969834260, sync, Pillage Improvement Chance
45, 100, 72, 2878367165, sync, Pillage Improvement Chance
45, 100, 66, 3098089394, sync, Pillage Improvement Chance
45, 100, 17, 2867036931, sync, Pillage Improvement Chance
45, 100, 96, 740024960, sync, Pillage Improvement Chance
45, 100, 2, 4125270201, sync, Pillage Improvement Chance
45, 100, 91, 109903102, sync, Pillage Improvement Chance
45, 100, 90, 3918613599, sync, Pillage Improvement Chance
45, 100, 35, 3902580396, sync, Pillage Improvement Chance
45, 100, 28, 1518571381, sync, Pillage Improvement Chance
45, 100, 53, 1228401418, sync, Pillage Improvement Chance
45, 100, 81, 2317897595, sync, Pillage Improvement Chance
45, 100, 25, 3481502104, sync, Pillage Improvement Chance
45, 100, 24, 1074441713, sync, Pillage Improvement Chance
45, 100, 22, 1056026070, sync, Boosted Yield Chance
45, 100, 20, 962750551, sync, Boosted Yield Chance
45, 100, 51, 888872772, sync, Boosted Yield Chance
45, 100, 94, 2232105005, sync, Boosted Yield Chance
45, 100, 79, 4038250850, sync, Boosted Yield Chance
45, 100, 88, 3418043123, sync, Boosted Yield Chance
45, 100, 39, 3811371952, sync, Boosted Yield Chance
45, 100, 54, 1678780969, sync, Boosted Yield Chance
45, 100, 34, 2356191662, sync, Boosted Yield Chance
45, 100, 35, 1472990031, sync, Boosted Yield Chance
45, 100, 60, 1533874908, sync, Boosted Yield Chance
45, 100, 59, 2606252005, sync, Boosted Yield Chance
45, 100, 60, 2552834746, sync, Boosted Yield Chance
45, 100, 99, 2590510443, sync, Boosted Yield Chance
45, 100, 32, 4263936200, sync, Boosted Yield Chance
45, 100, 28, 1414657377, sync, Boosted Yield Chance
45, 100, 50, 1236220038, sync, Boosted Yield Chance
45, 100, 77, 2155353415, sync, Boosted Yield Chance
45, 2, 0, 3313951092, sync, GetNextBuyablePlot picker
45, 1, 0, 114787997, sync, GetNextBuyablePlot picker
45, 2, 0, 2402703122, sync, GetNextBuyablePlot picker
45, 1, 0, 1922481891, sync, GetNextBuyablePlot picker
45, 1, 0, 4276789472, sync, GetNextBuyablePlot picker
45, 1, 0, 1412099993, sync, GetNextBuyablePlot picker
45, 1, 0, 345952862, sync, GetNextBuyablePlot picker
45, 2, 0, 3194775103, sync, City Build District Choice
45, 2, 1, 789113612, sync, City Build District Choice
45, 5, 1, 2511465557, sync, Random Direction
45, 1, 0, 1367455338, sync, Random Direction
45, 16, 0, 969615195, sync, Random Direction
45, 10, 6, 215985144, sync, Random Direction
45, 5, 2, 2607937745, sync, Random Direction
45, 1, 0, 1811730230, sync, Random Direction
45, 9, 2, 4220182071, sync, Random Direction
45, 7, 5, 1063227300, sync, Random Direction
45, 9, 4, 3595325709, sync, Random Direction
45, 13, 10, 2084481218, sync, Random Direction
45, 8, 2, 3324323539, sync, Random Direction
45, 5, 4, 1238893072, sync, Random Lake Range
45, 1, 0, 3925471497, sync, GetNextBuyablePlot picker
45, 2, 1, 2094173966, sync, GetNextBuyablePlot picker
45, 1, 0, 2148621615, sync, GetNextBuyablePlot picker
45, 1, 0, 3542298428, sync, GetNextBuyablePlot picker
45, 1, 0, 1657246917, sync, GetNextBuyablePlot picker
45, 1, 0, 4088172058, sync, GetNextBuyablePlot picker
45, 1, 0, 3588267339, sync, GetNextBuyablePlot picker
45, 9, 0, 865207080, sync, Random Promotion
45, 8, 0, 185710657, sync, Random Promotion
45, 7, 6, 536179174, sync, Random Promotion
45, 6, 5, 3793339175, sync, Random Promotion
45, 5, 0, 4120390100, sync, Random Promotion
45, 4, 0, 478189437, sync, Random Promotion
45, 3, 1, 949405298, sync, Random Promotion
45, 2, 1, 1993697987, sync, Random Promotion
45, 1, 0, 3040350016, sync, Random Promotion
45, 2, 0, 1225010809, sync, Generating a random new Great Person
45, 1600, 631, 126277566, sync, Choosing a Goody Hut Type
45, 100, 53, 1696198687, sync, Choosing a Sub Type
45, 1500, 513, 2318327660, sync, Choosing a Goody Hut Type
45, 100, 92, 1469069621, sync, Choosing a Sub Type
45, 9, 7, 3990139338, sync, Random Direction
45, 1, 0, 3723980603, sync, Random Direction
45, 1, 0, 3907028568, sync, Random Direction
45, 1, 0, 3499635633, sync, Random Direction
45, 1, 0, 477372566, sync, Random Direction
45, 7, 4, 3378758679, sync, Random Direction
45, 1, 0, 2785259524, sync, Random Direction
45, 7, 3, 4132133357, sync, Random Direction
45, 8, 5, 2378805282, sync, Random Direction
45, 2, 1, 2933295795, sync, Random Direction
45, 7, 0, 2299381872, sync, Random Direction
45, 8, 0, 76589033, sync, Random Direction
45, 6, 3, 200715374, sync, Random Direction
45, 1, 0, 2342854415, sync, Random Direction
45, 1, 0, 2573138844, sync, Random Direction
45, 13, 4, 1958926757, sync, Random Direction
45, 8, 5, 1340416378, sync, Choosing random tech boost to grant based on era, Player: 7
45, 7, 0, 3005127979, sync, Choosing random tech boost to grant based on era, Player: 7
45, 6, 4, 305018248, sync, Choosing random tech boost to grant based on era, Player: 7
45, 3, 0, 3240913697, sync, Choosing random civic boost to grant based on era, Player: 7
45, 2, 1, 85187398, sync, Choosing random civic boost to grant based on era, Player: 7
45, 1, 0, 2489835783, sync, Choosing random civic boost to grant based on era, Player: 7
45, 1, 0, 2838831668, sync, GetNextBuyablePlot picker
45, 1, 0, 3829635165, sync, GetNextBuyablePlot picker
45, 2, 0, 1042441682, sync, GetNextBuyablePlot picker
45, 1, 0, 35096227, sync, GetNextBuyablePlot picker
45, 2, 1, 2484874656, sync, GetNextBuyablePlot picker
45, 1, 0, 2410044761, sync, GetNextBuyablePlot picker
45, 0, 0, 2786921758, sync, Unit Combat Damage
45, 100, 47, 1469180415, sync, Random value for CombatResults Object
45, 100, 83, 2024178636, sync, Random value for CombatResults Object
45, 100, 47, 3604379157, sync, Random value for CombatResults Object
45, 0, 0, 2055789866, sync, Unit Combat Damage
45, 0, 0, 2552571675, sync, Unit Combat Damage
45, 100, 78, 865996984, sync, Random value for CombatResults Object
45, 100, 10, 3384106641, sync, Random value for CombatResults Object
45, 100, 39, 439329270, sync, Random value for CombatResults Object
45, 2, 0, 1675958775, sync, Random Direction
45, 1, 0, 578781284, sync, Random Direction
45, 1, 0, 985682637, sync, Random Direction
45, 22, 8, 3031164802, sync, Choosing a Citizen Name
45, 21, 7, 1581735571, sync, Choosing a Citizen Name
45, 20, 13, 1541816016, sync, Choosing a Citizen Name
45, 19, 7, 2903264969, sync, Choosing a Citizen Name
45, 1, 0, 1723136462, sync, GetNextBuyablePlot picker
45, 2, 0, 1652510959, sync, GetNextBuyablePlot picker
45, 2, 0, 45643772, sync, GetNextBuyablePlot picker
45, 1, 0, 637668997, sync, GetNextBuyablePlot picker
45, 1, 0, 3475694810, sync, GetNextBuyablePlot picker
45, 1, 0, 2711227659, sync, GetNextBuyablePlot picker
45, 0, 0, 2685605864, sync, Unit Combat Damage
45, 100, 90, 1591348737, sync, Random value for CombatResults Object
45, 100, 52, 3907155110, sync, Random value for CombatResults Object
45, 100, 18, 2254073575, sync, Random value for CombatResults Object
45, 1, 0, 804637332, sync, Random Direction
45, 19, 13, 2446887229, sync, Random Direction
45, 9, 8, 3039900978, sync, Random Direction
45, 11, 3, 4208267907, sync, Random Direction
45, 6, 5, 1286536192, sync, Random Direction
45, 8, 0, 3746135097, sync, Random Direction
45, 30, 12, 54096510, sync, Random Direction
45, 21, 13, 1808552927, sync, Random Direction
45, 1, 0, 2768754732, sync, Random Direction
45, 9, 3, 104637173, sync, Random Direction
45, 11, 7, 1609971850, sync, Random Direction
45, 7, 4, 2781630203, sync, Random Direction
45, 25, 23, 2838514456, sync, Random Direction
45, 6, 5, 3976296817, sync, Random Direction
45, 7, 2, 4211561302, sync, Random Direction
45, 10, 1, 1745280983, sync, Random Direction
45, 10, 2, 443220164, sync, Random Direction
45, 26, 1, 895695789, sync, Random Direction
45, 1, 0, 205344482, sync, GetNextBuyablePlot picker
45, 2, 1, 1223664243, sync, GetNextBuyablePlot picker
45, 1, 0, 3917047088, sync, GetNextBuyablePlot picker
