Config CONFIGURATION_GAME, Key ENABLED_MODS (0x1b8cd1c8), subtype 0, changed
Config CONFIGURATION_PLAYER, Key DMT_MapPinSubjects (0x57b07b7b), subtype 1, changed to T4:S5:71_53T9:S11:YieldStringS52:[ICON_Science][COLOR:ResScienceLabelCS]+3[ENDCOLOR] S12:YieldToolTipS114:+1 [ICON_Science] 科技值来自相邻区域。[NEWLINE]+2 [ICON_Science] 科技值来自相邻山脉单元格。S15:CanPlaceToolTipS0:S1:XD2:71S1:YD2:53S2:IdD1:3S3:KeyS15:DISTRICT_CAMPUSS4:TypeS8:DISTRICTS8:CanPlaceB1S5:72_52T9:S11:YieldStringS46:[ICON_Gold][COLOR:ResGoldLabelCS]+4[ENDCOLOR] S12:YieldToolTipS147:+1 [ICON_Gold] 金币来自相邻区域。[NEWLINE]+1 [ICON_Gold] 金币来自相邻河流。[NEWLINE]相邻市中心区域+2 [ICON_Gold] 金币。S15:CanPlaceToolTipS0:S1:XD2:72S1:YD2:52S2:IdD1:2S3:KeyS23:DISTRICT_COMMERCIAL_HUBS4:TypeS8:DISTRICTS8:CanPlaceB1S5:74_48T9:S11:YieldStringS52:[ICON_Culture][COLOR:ResCultureLabelCS]+3[ENDCOLOR] S12:YieldToolTipS111:+2 [ICON_Culture] 文化值来自相邻区域。[NEWLINE]+1 [ICON_Culture] 文化值来自相邻市政广场。S15:CanPlaceToolTipS0:S1:XD2:74S1:YD2:48S2:IdD1:5S3:KeyS16:DISTRICT_THEATERS4:TypeS8:DISTRICTS8:CanPlaceB1S5:81_47T9:S11:YieldStringS58:[ICON_Production][COLOR:ResProductionLabelCS]+3[ENDCOLOR] S12:YieldToolTipS117:+1 [ICON_Production] 生产力来自相邻区域。[NEWLINE]相邻水渠区域提供+2 [ICON_PRODUCTION] 生产力。S15:CanPlaceToolTipS0:S1:XD2:81S1:YD2:47S2:IdD1:4S3:KeyS24:DISTRICT_INDUSTRIAL_ZONES4:TypeS8:DISTRICTS8:CanPlaceB1
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T4:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:6S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:19S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:17S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:13S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536
Config CONFIGURATION_PLAYER, Key DMT_MapPinSubjects (0x57b07b7b), subtype 1, changed to T3:S5:71_53T9:S11:YieldStringS52:[ICON_Science][COLOR:ResScienceLabelCS]+3[ENDCOLOR] S12:YieldToolTipS114:+1 [ICON_Science] 科技值来自相邻区域。[NEWLINE]+2 [ICON_Science] 科技值来自相邻山脉单元格。S15:CanPlaceToolTipS0:S1:XD2:71S1:YD2:53S2:IdD1:3S3:KeyS15:DISTRICT_CAMPUSS4:TypeS8:DISTRICTS8:CanPlaceB1S5:74_48T9:S11:YieldStringS52:[ICON_Culture][COLOR:ResCultureLabelCS]+3[ENDCOLOR] S12:YieldToolTipS111:+2 [ICON_Culture] 文化值来自相邻区域。[NEWLINE]+1 [ICON_Culture] 文化值来自相邻市政广场。S15:CanPlaceToolTipS0:S1:XD2:74S1:YD2:48S2:IdD1:5S3:KeyS16:DISTRICT_THEATERS4:TypeS8:DISTRICTS8:CanPlaceB1S5:81_47T9:S11:YieldStringS58:[ICON_Production][COLOR:ResProductionLabelCS]+3[ENDCOLOR] S12:YieldToolTipS117:+1 [ICON_Production] 生产力来自相邻区域。[NEWLINE]相邻水渠区域提供+2 [ICON_PRODUCTION] 生产力。S15:CanPlaceToolTipS0:S1:XD2:81S1:YD2:47S2:IdD1:4S3:KeyS24:DISTRICT_INDUSTRIAL_ZONES4:TypeS8:DISTRICTS8:CanPlaceB1
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T5:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:6S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:19S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:17S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:13S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:20S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536
Config CONFIGURATION_PLAYER, Key DMT_MapPinSubjects (0x57b07b7b), subtype 1, changed to T2:S5:71_53T9:S11:YieldStringS52:[ICON_Science][COLOR:ResScienceLabelCS]+3[ENDCOLOR] S12:YieldToolTipS114:+1 [ICON_Science] 科技值来自相邻区域。[NEWLINE]+2 [ICON_Science] 科技值来自相邻山脉单元格。S15:CanPlaceToolTipS0:S1:XD2:71S1:YD2:53S2:IdD1:3S3:KeyS15:DISTRICT_CAMPUSS4:TypeS8:DISTRICTS8:CanPlaceB1S5:74_48T9:S11:YieldStringS52:[ICON_Culture][COLOR:ResCultureLabelCS]+3[ENDCOLOR] S12:YieldToolTipS111:+2 [ICON_Culture] 文化值来自相邻区域。[NEWLINE]+1 [ICON_Culture] 文化值来自相邻市政广场。S15:CanPlaceToolTipS0:S1:XD2:74S1:YD2:48S2:IdD1:5S3:KeyS16:DISTRICT_THEATERS4:TypeS8:DISTRICTS8:CanPlaceB1
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T6:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:6S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:19S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:17S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:13S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:20S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:22S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T6:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:6S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:19S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:17S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:13S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:20S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:22S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T6:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:5S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:18S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:16S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:12S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:19S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:21S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536
Config CONFIGURATION_PLAYER, Key DMT_MapPinSubjects (0x57b07b7b), subtype 1, changed to T1:S5:71_53T9:S11:YieldStringS52:[ICON_Science][COLOR:ResScienceLabelCS]+3[ENDCOLOR] S12:YieldToolTipS114:+1 [ICON_Science] 科技值来自相邻区域。[NEWLINE]+2 [ICON_Science] 科技值来自相邻山脉单元格。S15:CanPlaceToolTipS0:S1:XD2:71S1:YD2:53S2:IdD1:3S3:KeyS15:DISTRICT_CAMPUSS4:TypeS8:DISTRICTS8:CanPlaceB1
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T6:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:5S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:18S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:16S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:12S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:19S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:21S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T6:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:5S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:18S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:16S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:12S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:19S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:21S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T6:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:4S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:17S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:15S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:11S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:18S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:20S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T7:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:4S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:17S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:15S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:11S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:18S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:20S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536D1:7T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:2752528S14:TurnsRemainingD2:16S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD6:131073S21:DestinationCityPlayerD1:2S22:OriginalTurnsRemainingD2:16S8:CacheKeyS17:1_327684_2_131073
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T7:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:4S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:17S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:15S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:11S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:18S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:20S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536D1:7T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:2752528S14:TurnsRemainingD2:16S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD6:131073S21:DestinationCityPlayerD1:2S22:OriginalTurnsRemainingD2:16S8:CacheKeyS17:1_327684_2_131073
Config CONFIGURATION_PLAYER, Key BTS_LocalPlayerRunningRotues (0xf17b5a0b), subtype 1, changed to T7:D1:1T9:S12:OriginCityIDD6:262147S12:TraderUnitIDD6:589830S14:TurnsRemainingD1:4S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_262147_1_65536D1:2T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:1572869S14:TurnsRemainingD2:17S15:TradePathLengthD1:7S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:28S8:CacheKeyS16:1_327684_1_65536D1:3T9:S12:OriginCityIDD6:393221S12:TraderUnitIDD7:1703950S14:TurnsRemainingD2:15S15:TradePathLengthD1:6S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:24S8:CacheKeyS16:1_393221_1_65536D1:4T9:S12:OriginCityIDD6:196610S12:TraderUnitIDD6:851976S14:TurnsRemainingD2:11S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:16S8:CacheKeyS16:1_196610_1_65536D1:5T9:S12:OriginCityIDD6:524295S12:TraderUnitIDD7:2555917S14:TurnsRemainingD2:18S15:TradePathLengthD2:10S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:20S8:CacheKeyS16:1_524295_1_65536D1:6T9:S12:OriginCityIDD6:458758S12:TraderUnitIDD7:2490385S14:TurnsRemainingD2:20S15:TradePathLengthD2:11S16:OriginCityPlayerD1:1S17:DestinationCityIDD5:65536S21:DestinationCityPlayerD1:1S22:OriginalTurnsRemainingD2:22S8:CacheKeyS16:1_458758_1_65536D1:7T9:S12:OriginCityIDD6:327684S12:TraderUnitIDD7:2752528S14:TurnsRemainingD2:16S15:TradePathLengthD1:8S16:OriginCityPlayerD1:1S17:DestinationCityIDD6:131073S21:DestinationCityPlayerD1:2S22:OriginalTurnsRemainingD2:16S8:CacheKeyS17:1_327684_2_131073
