Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
39, 0, LOC_CITY_NAME_SENA, 6.12, 0.70, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
39, 4, LOC_CITY_NAME_QASR_IBRIM, 6.33, 1.19, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: -0.1, , 
39, 4, LOC_CITY_NAME_HEH, 4.49, 1.49, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
40, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , , UNIT_SETTLER, Settle City Op, CONTRACT 758
40, 5, LOC_CITY_NAME_FEZ, , CONTRACT 758, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 726.0, Settle City Op
46, 16, LOC_CITY_NAME_VILNIUS, , CONTRACT 846, CANCELLED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 588.5, Build City District
46, 16, LOC_CITY_NAME_VILNIUS, , , UNIT_CROSSBOWMAN, Build City Building, CONTRACT 867
46, 17, LOC_CITY_NAME_YEREVAN, , , UNIT_TRADER, Default Specialization, , , Value 445.8
46, 20, LOC_CITY_NAME_KUMASI, , , BUILDING_WALLS, Build City Building, CONTRACT 868
46, 21, LOC_CITY_NAME_PRESLAV, , CONTRACT 869, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 211.0, Build City Improvement
46, 21, LOC_CITY_NAME_PRESLAV, , , UNIT_CROSSBOWMAN, Build City Building, CONTRACT 905
46, 3, LOC_CITY_NAME_JENNE, 5.28, 0.64, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
47, 5, LOC_CITY_NAME_PELLA, , CONTRACT 884, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_ENCAMPMENT, VALUE 1640.0, Build City District
47, 5, LOC_CITY_NAME_PELLA, , , BUILDING_STABLE, Default Specialization, , , Value 1814.5
47, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , , BUILDING_CASTLE, Build City Building, CONTRACT 910
47, 5, LOC_CITY_NAME_ALEXANDRIA_LATMUS, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 92.4
47, 5, LOC_CITY_NAME_FEZ, , CONTRACT 907, ACCEPTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 768.0, Build City Building
47, 5, LOC_CITY_NAME_FEZ, , , UNIT_KNIGHT, Default Specialization, , , Value 61.2
47, 5, LOC_CITY_NAME_BUENOS_AIRES, , , BUILDING_CASTLE, Build City Building, CONTRACT 906
47, 5, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 911
47, 5, LOC_CITY_NAME_ALEXANDRIA_LATMUS, , CONTRACT 932, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_ENCAMPMENT, VALUE 1245.0, Build City District
47, 5, LOC_CITY_NAME_PELLA, , CONTRACT 933, SUBMITTED, NO_UNIT, BUILDING_STABLE, NO_DISTRICT, VALUE 1814.0, Build City Building
47, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 876, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 502.0, Build City Improvement
47, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , , PROJECT_ENHANCE_DISTRICT_COMMERCIAL_HUB, Default Specialization, , , Value 110.3
47, 6, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 875, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 1330.2, Build City District
47, 6, LOC_CITY_NAME_SAO_PAULO, , , BUILDING_AMPHITHEATER, Default Specialization, , , Value 1589.5
47, 6, LOC_CITY_NAME_FORTALEZA, , , UNIT_CROSSBOWMAN, Default Specialization, , , Value 25.4
47, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 853, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 1463.3, Build City District
47, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 876, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 502.0, Build City Improvement
47, 6, LOC_CITY_NAME_PORTO_ALEGRE, , , BUILDING_WALLS, Build City Building, CONTRACT 913
47, 6, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 916
47, 6, LOC_CITY_NAME_JERUSALEM, , CONTRACT 934, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 1937.0, Build City District
47, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 6, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 6, LOC_CITY_NAME_CURITIBA, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 6, LOC_CITY_NAME_JERUSALEM, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 936, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
47, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 888, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 885.0, Settle City Op
47, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 890, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 435.0, Build City Improvement
47, 7, LOC_CITY_NAME_AACHEN, , , BUILDING_CASTLE, Build City Building, CONTRACT 921
47, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 888, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 885.0, Settle City Op
47, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 890, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 435.0, Build City Improvement
47, 7, LOC_CITY_NAME_MAGDEBURG, , , BUILDING_MUSEUM_ARTIFACT, Default Specialization, , , Value 1567.3
47, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 890, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 435.0, Build City Improvement
47, 7, LOC_CITY_NAME_COLOGNE, , , DISTRICT_AQUEDUCT, Build City District, CONTRACT 919
47, 7, LOC_CITY_NAME_DORTMUND, , , BUILDING_CASTLE, Build City Building, CONTRACT 918
47, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 917, ACCEPTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 440.0, Build City Building
47, 7, LOC_CITY_NAME_HEIDELBERG, , , UNIT_SPY, Default Specialization, , , Value 365.9
47, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 939, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
47, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 939, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
47, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 939, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
47, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 939, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
47, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 939, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
47, 7, LOC_CITY_NAME_MAINZ, , CONTRACT 939, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
47, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 940, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 1888.0, Build City District
47, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 941, SUBMITTED, NO_UNIT, BUILDING_MUSEUM_ARTIFACT, NO_DISTRICT, VALUE 1078.0, Build City Building
47, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 942, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
47, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 942, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
47, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 942, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
47, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 942, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
47, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 942, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
47, 7, LOC_CITY_NAME_MAINZ, , CONTRACT 942, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
47, 8, LOC_CITY_HA_NOI, , , UNIT_VIETNAMESE_VOI_CHIEN, Default Specialization, , , Value 129.0
47, 8, LOC_CITY_HUE, , , UNIT_VIETNAMESE_VOI_CHIEN, Default Specialization, , , Value 125.5
47, 8, LOC_CITY_QUANG_TRI, , CONTRACT 894, COMPLETED, NO_UNIT, BUILDING_ARMORY, NO_DISTRICT, VALUE 1543.3, Build Trigger Building
47, 8, LOC_CITY_QUANG_TRI, , , BUILDING_AMPHITHEATER, Default Specialization, , , Value 2417.5
47, 8, LOC_CITY_HOI_AN, , , UNIT_VIETNAMESE_VOI_CHIEN, Default Specialization, , , Value 125.5
47, 8, LOC_CITY_DONG_HOI, , , DISTRICT_THANH, Build City District, CONTRACT 895
47, 8, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 927
47, 8, LOC_CITY_HA_NOI, , CONTRACT 943, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 267.0, Build City Improvement
47, 8, LOC_CITY_QUANG_TRI, , CONTRACT 943, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 267.0, Build City Improvement
47, 8, LOC_CITY_HA_NOI, , CONTRACT 947, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 273.0, Build City Improvement
47, 8, LOC_CITY_QUANG_TRI, , CONTRACT 947, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 273.0, Build City Improvement
47, 8, LOC_CITY_HA_NOI, , CONTRACT 949, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 267.0, Build City Improvement
47, 8, LOC_CITY_QUANG_TRI, , CONTRACT 949, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 267.0, Build City Improvement
47, 9, LOC_CITY_NAME_ROME, , CONTRACT 899, COMPLETED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 274.0, Build City Improvement
47, 9, LOC_CITY_NAME_ROME, , CONTRACT 900, IN PROGRESS, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 89.4, Build Trigger Unit
47, 9, LOC_CITY_NAME_ROME, , , BUILDING_CASTLE, Default Specialization, , , Value 2775.6
47, 9, LOC_CITY_NAME_ARRETIUM, , CONTRACT 900, IN PROGRESS, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 89.4, Build Trigger Unit
47, 9, LOC_CITY_NAME_ARRETIUM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 98.8
47, 9, LOC_CITY_NAME_ARPINUM, , CONTRACT 899, COMPLETED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 274.0, Build City Improvement
47, 9, LOC_CITY_NAME_ARPINUM, , CONTRACT 900, IN PROGRESS, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 89.4, Build Trigger Unit
47, 9, LOC_CITY_NAME_ARPINUM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 98.8
47, 9, LOC_CITY_NAME_LUGDUNUM, , CONTRACT 861, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 1631.0, Build City District
47, 9, LOC_CITY_NAME_LUGDUNUM, , CONTRACT 900, IN PROGRESS, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 89.4, Build Trigger Unit
47, 9, LOC_CITY_NAME_LUGDUNUM, , , BUILDING_CASTLE, Build City Building, CONTRACT 879
47, 9, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 930
47, 9, LOC_CITY_NAME_BRUNDISIUM, , CONTRACT 951, SUBMITTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 766.0, Build City Building
47, 15, LOC_CITY_NAME_VATICAN_CITY, , , UNIT_HORSEMAN, Default Specialization, , , Value 23.5
47, 15, LOC_CITY_NAME_VATICAN_CITY, , , UNIT_HORSEMAN, Default Specialization, , , Value 23.5
47, 1, LOC_CITY_NAME_MALGIUM, 4.09, 0.77, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: -0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
47, 1, LOC_CITY_NAME_DURMUTI, 5.25, 0.66, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: -0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
47, 1, LOC_CITY_NAME_NERIBTUM, 4.67, 1.32, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: -0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
48, 5, LOC_CITY_NAME_PELLA, , CONTRACT 933, ACCEPTED, NO_UNIT, BUILDING_STABLE, NO_DISTRICT, VALUE 1814.0, Build City Building
48, 5, LOC_CITY_NAME_PELLA, , , BUILDING_ARMORY, Default Specialization, , , Value 1931.6
48, 5, LOC_CITY_NAME_CHALKIDIKI, , , DISTRICT_ENTERTAINMENT_COMPLEX, Build City District, CONTRACT 909
48, 5, LOC_CITY_NAME_METHONE, , CONTRACT 908, ACCEPTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 546.0, Build City Building
48, 5, LOC_CITY_NAME_METHONE, , , UNIT_COURSER, Default Specialization, , , Value 40.5
48, 5, LOC_CITY_NAME_PELLA, , CONTRACT 957, SUBMITTED, NO_UNIT, BUILDING_ARMORY, NO_DISTRICT, VALUE 0.0, Build Trigger Building
48, 6, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 936
48, 6, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 936, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
48, 6, LOC_CITY_NAME_SAO_PAULO, , , PROJECT_ENHANCE_DISTRICT_THEATER, Default Specialization, , , Value 168.8
48, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 936, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
48, 6, LOC_CITY_NAME_FORTALEZA, , , UNIT_CROSSBOWMAN, Default Specialization, , , Value 23.8
48, 6, LOC_CITY_NAME_CURITIBA, , CONTRACT 936, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
48, 6, LOC_CITY_NAME_CURITIBA, , , PROJECT_ENHANCE_DISTRICT_THEATER, Default Specialization, , , Value 174.4
48, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 885, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 3698.1, Build City District
48, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 936, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
48, 6, LOC_CITY_NAME_SALVADOR, , , BUILDING_SHRINE, Default Specialization, , , Value 3701.4
48, 6, LOC_CITY_NAME_JERUSALEM, , CONTRACT 936, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
48, 6, LOC_CITY_NAME_JERUSALEM, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 934
48, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 913, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 221.2, Build City Building
48, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 936, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
48, 6, LOC_CITY_NAME_PORTO_ALEGRE, , , BUILDING_LIBRARY, Default Specialization, , , Value 667.3
48, 6, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 938
48, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 6, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 6, LOC_CITY_NAME_CURITIBA, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 6, LOC_CITY_NAME_JERUSALEM, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 841.0, Build City Improvement
48, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 878, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 240.0, Build City Improvement
48, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 921, COMPLETED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 1508.5, Build City Building
48, 7, LOC_CITY_NAME_AACHEN, , , UNIT_BUILDER, Build City Improvement, CONTRACT 939
48, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 878, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 240.0, Build City Improvement
48, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 919, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_AQUEDUCT, VALUE 1002.0, Build City District
48, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 939, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
48, 7, LOC_CITY_NAME_COLOGNE, , , BUILDING_ARMORY, Default Specialization, , , Value 2152.4
48, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 878, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 240.0, Build City Improvement
48, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 918, COMPLETED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 1146.4, Build City Building
48, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 939, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
48, 7, LOC_CITY_NAME_DORTMUND, , , DISTRICT_THEATER, Build City District, CONTRACT 940
48, 7, LOC_CITY_NAME_MAINZ, , CONTRACT 878, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 240.0, Build City Improvement
48, 7, LOC_CITY_NAME_MAINZ, , CONTRACT 939, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 414.0, Build City Improvement
48, 7, LOC_CITY_NAME_MAINZ, , , BUILDING_WALLS, Build City Building, CONTRACT 891
48, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 967, SUBMITTED, UNIT_TREBUCHET, NO_BUILDING, NO_DISTRICT, VALUE 2493.0, Siege City Assault
48, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 967, SUBMITTED, UNIT_TREBUCHET, NO_BUILDING, NO_DISTRICT, VALUE 2493.0, Siege City Assault
48, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 967, SUBMITTED, UNIT_TREBUCHET, NO_BUILDING, NO_DISTRICT, VALUE 2493.0, Siege City Assault
48, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 967, SUBMITTED, UNIT_TREBUCHET, NO_BUILDING, NO_DISTRICT, VALUE 2493.0, Siege City Assault
48, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 967, SUBMITTED, UNIT_TREBUCHET, NO_BUILDING, NO_DISTRICT, VALUE 2493.0, Siege City Assault
48, 7, LOC_CITY_NAME_MAINZ, , CONTRACT 967, SUBMITTED, UNIT_TREBUCHET, NO_BUILDING, NO_DISTRICT, VALUE 2493.0, Siege City Assault
48, 8, LOC_CITY_HA_NOI, , , UNIT_MILITARY_ENGINEER, Build City Improvement, CONTRACT 947
48, 8, LOC_CITY_QUANG_TRI, , CONTRACT 947, IN PROGRESS, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 273.0, Build City Improvement
48, 8, LOC_CITY_QUANG_TRI, , , UNIT_MILITARY_ENGINEER, Build City Improvement, CONTRACT 943
48, 8, LOC_CITY_HOA_LU, , , UNIT_KNIGHT, Default Specialization, , , Value 87.4
48, 8, LOC_CITY_DONG_HOI, , CONTRACT 895, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_THANH, VALUE 2233.7, Build City District
48, 8, LOC_CITY_DONG_HOI, , , BUILDING_GRANARY, Build City Building, CONTRACT 923
48, 8, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 950
48, 8, LOC_CITY_HOA_LU, , CONTRACT 970, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THANH, VALUE 2100.0, Build City District
48, 8, LOC_CITY_HA_NOI, , CONTRACT 973, SUBMITTED, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build Trigger Unit
48, 8, LOC_CITY_HUE, , CONTRACT 973, SUBMITTED, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build Trigger Unit
48, 8, LOC_CITY_QUANG_TRI, , CONTRACT 973, SUBMITTED, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build Trigger Unit
48, 8, LOC_CITY_HOI_AN, , CONTRACT 973, SUBMITTED, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build Trigger Unit
48, 8, LOC_CITY_HOA_LU, , CONTRACT 973, SUBMITTED, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build Trigger Unit
48, 8, LOC_CITY_DONG_HOI, , CONTRACT 973, SUBMITTED, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build Trigger Unit
48, 9, LOC_CITY_NAME_ROME, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 101.9
48, 9, LOC_CITY_NAME_LUGDUNUM, , CONTRACT 879, COMPLETED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 1505.0, Build City Building
48, 9, LOC_CITY_NAME_LUGDUNUM, , , BUILDING_SHRINE, Default Specialization, , , Value 3106.2
48, 9, LOC_CITY_NAME_CUMAE, , CONTRACT 900, IN PROGRESS, UNIT_KNIGHT, NO_BUILDING, NO_DISTRICT, VALUE 89.4, Build Trigger Unit
48, 9, LOC_CITY_NAME_CUMAE, , , UNIT_MUSKETMAN, Default Specialization, , , Value 85.8
48, 9, LOC_CITY_NAME_LUGDUNUM, , CONTRACT 975, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_ENTERTAINMENT_COMPLEX, VALUE 1813.0, Build City District
48, 14, LOC_CITY_NAME_LISBON, Canceling current build, OLD VALUE 60.9
48, 14, LOC_CITY_NAME_LISBON, , , UNIT_CROSSBOWMAN, Build City Building, CONTRACT 931
48, 15, LOC_CITY_NAME_VATICAN_CITY, , , UNIT_HORSEMAN, Default Specialization, , , Value 23.5
48, 15, LOC_CITY_NAME_VATICAN_CITY, , , UNIT_HORSEMAN, Default Specialization, , , Value 23.5
49, 5, LOC_CITY_NAME_PELLA, , CONTRACT 957, ACCEPTED, NO_UNIT, BUILDING_ARMORY, NO_DISTRICT, VALUE 0.0, Build Trigger Building
49, 5, LOC_CITY_NAME_PELLA, , , UNIT_MUSKETMAN, Default Specialization, , , Value 136.6
49, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , CONTRACT 910, COMPLETED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 1086.1, Build City Building
49, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , , UNIT_MUSKETMAN, Default Specialization, , , Value 136.6
49, 5, LOC_CITY_NAME_CHALKIDIKI, , CONTRACT 909, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_ENTERTAINMENT_COMPLEX, VALUE 1133.2, Build City District
49, 5, LOC_CITY_NAME_CHALKIDIKI, , , BUILDING_CASTLE, Default Specialization, , , Value 1562.9
49, 5, LOC_CITY_NAME_FEZ, , , UNIT_MUSKETMAN, Default Specialization, , , Value 136.6
