Game Turn, Player, BY TYPE: Tiles, Buildings, Districts, Population, Outgoing Trade Routes, TOURISM, Diplo Victory, BALANCE: Favor, LIFETIME: Favor, CO2 Per Turn
54, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
54, CIVILIZATION_EGYPT, 121, 63, 17, 56, 50, 16, 3, 17, 43, 0
54, CIVILIZATION_BABYLON_STK, 135, 100, 18, 78, 125, 10, 5, 55, 86, 0
54, CIVILIZATION_INDIA, 123, 203, 12, 85, 30, 12, 3, 40, 71, 0
54, CIVILIZATION_MALI, 145, 168, 26, 63, 90, 24, 3, 23, 40, 0
54, CIVILIZATION_NUBIA, 148, 89, 25, 80, 106, 3, 3, 38, 124, 0
55, CIVILIZATION_MACEDON, 98, 84, 11, 68, 20, 11, 0, 5, 7, 0
55, CIVILIZATION_BRAZIL, 116, 249, 16, 90, 6, 16, 0, 39, 45, 0
55, CIVILIZATION_GERMANY, 109, 88, 16, 72, 4, 37, 0, 37, 54, 0
55, CIVILIZATION_VIETNAM, 131, 241, 16, 77, 0, 11, 0, 19, 26, 0
55, CIVILIZATION_ROME, 101, 119, 15, 69, 8, 11, 0, 30, 41, 0
55, CIVILIZATION_BABYLON, 11, 14, 0, 8, 0, 0, 0, 0, 0, 0
55, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
55, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
55, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
55, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
55, CIVILIZATION_YEREVAN, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
55, CIVILIZATION_KUMASI, 9, 14, 0, 9, 3, 0, 0, 0, 0, 0
55, CIVILIZATION_PRESLAV, 10, 14, 0, 6, 4, 0, 0, 0, 0, 0
55, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55, CIVILIZATION_EGYPT, 123, 67, 17, 57, 60, 16, 3, 21, 47, 0
55, CIVILIZATION_BABYLON_STK, 140, 113, 19, 80, 147, 10, 5, 62, 93, 0
55, CIVILIZATION_INDIA, 126, 201, 14, 85, 44, 12, 3, 45, 76, 0
55, CIVILIZATION_MALI, 147, 171, 29, 70, 96, 24, 3, 27, 44, 0
55, CIVILIZATION_NUBIA, 151, 93, 26, 80, 42, 3, 3, 43, 129, 0
56, CIVILIZATION_MACEDON, 88, 79, 11, 62, 20, 11, 0, 6, 8, 0
56, CIVILIZATION_BRAZIL, 116, 272, 16, 77, 6, 16, 0, 61, 67, 0
56, CIVILIZATION_GERMANY, 113, 94, 16, 73, 4, 43, 0, 38, 55, 0
56, CIVILIZATION_VIETNAM, 134, 247, 16, 79, 0, 11, 0, 19, 26, 0
56, CIVILIZATION_ROME, 101, 134, 15, 69, 8, 11, 0, 31, 42, 0
56, CIVILIZATION_BABYLON, 11, 14, 0, 8, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
56, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_YEREVAN, 13, 14, 0, 6, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_BUENOS_AIRES, 14, 10, 0, 4, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_KUMASI, 9, 14, 0, 9, 3, 0, 0, 0, 0, 0
56, CIVILIZATION_PRESLAV, 10, 14, 0, 6, 4, 0, 0, 0, 0, 0
56, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56, CIVILIZATION_EGYPT, 130, 73, 20, 59, 50, 22, 3, 126, 152, 0
56, CIVILIZATION_BABYLON_STK, 143, 134, 22, 84, 155, 11, 5, 70, 101, 0
56, CIVILIZATION_INDIA, 128, 203, 15, 87, 44, 12, 3, 50, 81, 0
56, CIVILIZATION_MALI, 152, 198, 29, 73, 108, 24, 3, 34, 51, 0
56, CIVILIZATION_NUBIA, 151, 107, 28, 81, 42, 3, 3, 51, 137, 0
57, CIVILIZATION_MACEDON, 89, 79, 11, 65, 10, 11, 0, 6, 8, 0
57, CIVILIZATION_BRAZIL, 120, 279, 17, 80, 6, 16, 0, 62, 68, 0
57, CIVILIZATION_GERMANY, 115, 96, 16, 74, 4, 55, 0, 39, 56, 0
57, CIVILIZATION_VIETNAM, 137, 263, 16, 81, 0, 11, 0, 20, 27, 0
57, CIVILIZATION_ROME, 103, 152, 16, 71, 9, 11, 0, 33, 44, 0
57, CIVILIZATION_BABYLON, 11, 14, 0, 8, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
57, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 9, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_YEREVAN, 13, 14, 0, 7, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_BUENOS_AIRES, 14, 10, 0, 4, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_KUMASI, 9, 14, 0, 9, 4, 0, 0, 0, 0, 0
57, CIVILIZATION_PRESLAV, 10, 14, 0, 6, 4, 0, 0, 0, 0, 0
57, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57, CIVILIZATION_EGYPT, 133, 73, 20, 60, 70, 22, 3, 131, 157, 0
57, CIVILIZATION_BABYLON_STK, 147, 135, 23, 87, 222, 11, 5, 79, 110, 0
57, CIVILIZATION_INDIA, 130, 214, 16, 90, 33, 12, 3, 55, 86, 0
57, CIVILIZATION_MALI, 155, 237, 33, 77, 108, 24, 3, 41, 58, 0
57, CIVILIZATION_NUBIA, 165, 126, 28, 83, 87, 3, 3, 59, 145, 0
58, CIVILIZATION_MACEDON, 90, 79, 12, 65, 15, 11, 0, 6, 8, 0
58, CIVILIZATION_BRAZIL, 122, 291, 18, 80, 6, 18, 0, 63, 69, 0
58, CIVILIZATION_GERMANY, 119, 110, 19, 74, 4, 55, 0, 40, 57, 0
58, CIVILIZATION_VIETNAM, 139, 263, 17, 82, 0, 11, 0, 21, 28, 0
58, CIVILIZATION_ROME, 106, 161, 16, 73, 9, 11, 0, 35, 46, 0
58, CIVILIZATION_BABYLON, 14, 14, 0, 8, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
58, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 9, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_YEREVAN, 13, 14, 0, 7, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_BUENOS_AIRES, 14, 10, 0, 4, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_KUMASI, 9, 14, 0, 9, 4, 0, 0, 0, 0, 0
58, CIVILIZATION_PRESLAV, 10, 14, 0, 7, 4, 0, 0, 0, 0, 0
58, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_EGYPT, 135, 78, 22, 61, 112, 22, 3, 136, 162, 0
58, CIVILIZATION_BABYLON_STK, 152, 120, 24, 89, 222, 11, 5, 89, 120, 0
58, CIVILIZATION_INDIA, 132, 258, 19, 95, 37, 12, 3, 63, 94, 0
58, CIVILIZATION_MALI, 159, 260, 34, 79, 108, 24, 3, 48, 65, 0
58, CIVILIZATION_NUBIA, 167, 135, 28, 85, 52, 3, 3, 67, 153, 0
58, CIVILIZATION_NUBIA, 167, 157, 28, 85, 52, 3, 3, 66, 152, 0
58, CIVILIZATION_MACEDON, 90, 79, 12, 65, 15, 11, 0, 6, 8, 0
58, CIVILIZATION_BRAZIL, 122, 291, 18, 80, 6, 18, 0, 63, 69, 0
58, CIVILIZATION_GERMANY, 119, 110, 19, 74, 4, 55, 0, 40, 57, 0
58, CIVILIZATION_VIETNAM, 139, 263, 17, 82, 0, 11, 0, 21, 28, 0
58, CIVILIZATION_ROME, 106, 161, 16, 73, 9, 11, 0, 35, 46, 0
58, CIVILIZATION_BABYLON, 14, 14, 0, 8, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_HATTUSA, 12, 16, 1, 5, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
58, CIVILIZATION_LISBON, 12, 14, 2, 8, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 9, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_YEREVAN, 13, 14, 0, 7, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_BUENOS_AIRES, 14, 10, 0, 4, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_KUMASI, 9, 14, 0, 9, 4, 0, 0, 0, 0, 0
58, CIVILIZATION_PRESLAV, 10, 14, 0, 7, 4, 0, 0, 0, 0, 0
58, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_EGYPT, 135, 78, 22, 61, 112, 22, 3, 136, 162, 0
58, CIVILIZATION_BABYLON_STK, 152, 120, 24, 89, 222, 11, 5, 89, 120, 0
58, CIVILIZATION_INDIA, 132, 258, 19, 95, 37, 12, 3, 63, 94, 0
58, CIVILIZATION_MALI, 159, 260, 34, 79, 108, 24, 3, 48, 65, 0
59, CIVILIZATION_NUBIA, 170, 163, 29, 88, 50, 10, 3, 74, 160, 0
59, CIVILIZATION_MACEDON, 90, 90, 12, 65, 15, 15, 0, 6, 8, 0
59, CIVILIZATION_BRAZIL, 123, 288, 18, 85, 6, 20, 0, 64, 70, 0
59, CIVILIZATION_GERMANY, 122, 155, 19, 80, 4, 55, 0, 42, 59, 0
59, CIVILIZATION_VIETNAM, 139, 267, 17, 85, 0, 11, 0, 22, 29, 0
59, CIVILIZATION_ROME, 107, 170, 17, 73, 9, 11, 0, 37, 48, 0
59, CIVILIZATION_BABYLON, 14, 14, 0, 8, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_HATTUSA, 12, 16, 1, 5, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
59, CIVILIZATION_LISBON, 12, 14, 2, 8, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 9, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_YEREVAN, 13, 14, 0, 7, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_BUENOS_AIRES, 14, 10, 0, 4, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_KUMASI, 11, 14, 0, 8, 4, 0, 0, 0, 0, 0
59, CIVILIZATION_PRESLAV, 10, 14, 0, 7, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_EGYPT, 141, 84, 22, 61, 96, 41, 3, 141, 167, 0
59, CIVILIZATION_BABYLON_STK, 153, 137, 25, 90, 251, 11, 5, 98, 129, 0
59, CIVILIZATION_INDIA, 136, 263, 20, 95, 37, 12, 3, 71, 102, 0
59, CIVILIZATION_MALI, 161, 285, 36, 85, 120, 24, 3, 55, 72, 0
